gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Student_ID,Feedback_Text,Risk_Level,gpa,attendance_rate,participation_score,late_submissions
female,group C,associate's degree,standard,completed,63,70,72,STU14938,I consistently complete assignments on time and enjoy learning.,0,2.8,91,86,1
female,group E,high school,free/reduced,none,64,64,63,STU14939,I attend classes regularly but don't always pay attention.,1,2.62,89,78,1
male,group D,master's degree,standard,none,83,87,85,STU14940,The test was manageable and I understood most concepts.,0,3.53,95,86,1
male,group D,some high school,standard,completed,63,70,68,STU14941,My confidence in this subject has grown significantly.,0,2.85,93,96,0
male,group D,some college,standard,completed,67,78,79,STU14942,My confidence in this subject has grown significantly.,0,3.17,97,87,2
female,group C,associate's degree,standard,completed,70,82,81,STU14943,I find the coursework challenging but rewarding.,0,3.0,89,94,2
male,group B,some high school,standard,none,77,66,72,STU14944,I am satisfied with my performance and feel well-prepared.,0,2.61,86,75,0
female,group C,associate's degree,free/reduced,none,64,71,67,STU14945,I enjoy group projects and collaborative learning.,0,2.95,86,77,1
female,group B,some college,standard,completed,50,64,61,STU14946,I attend classes regularly but don't always pay attention.,1,2.4,76,85,3
female,group A,some high school,standard,completed,94,98,94,STU14947,I enjoy group projects and collaborative learning.,0,4.0,87,79,0
male,group D,some college,standard,completed,76,61,63,STU14948,I did okay but could do better with more effort.,1,2.86,86,58,2
male,group A,bachelor's degree,standard,completed,84,87,86,STU14949,I participate actively in class discussions.,0,3.56,97,93,2
male,group B,high school,standard,completed,57,45,51,STU14950,I think I could do better if I focused more.,1,2.35,87,75,4
male,group B,high school,standard,completed,73,71,63,STU14951,I'm motivated to keep improving my grades.,0,2.42,93,96,1
male,group D,high school,standard,none,72,72,63,STU14952,My study habits are strong and I feel on track.,0,3.12,99,95,0
male,group C,some high school,standard,completed,76,79,75,STU14953,I'm motivated to keep improving my grades.,0,3.35,96,85,2
female,group D,master's degree,standard,none,78,96,100,STU14954,I consistently complete assignments on time and enjoy learning.,0,3.36,87,99,2
female,group D,some college,free/reduced,none,51,66,64,STU14955,My grades are acceptable but not where I want them.,1,2.34,72,83,4
female,group E,some high school,free/reduced,none,39,54,46,STU14956,I am disappointed with my scores and feel lost.,2,1.5,54,11,6
female,group C,master's degree,free/reduced,completed,67,83,78,STU14957,I love this subject and enjoy the classes.,0,3.25,98,94,0
male,group B,some high school,standard,completed,66,70,67,STU14958,I love this subject and enjoy the classes.,0,2.81,87,88,1
male,group E,high school,free/reduced,completed,86,77,72,STU14959,I consistently complete assignments on time and enjoy learning.,0,3.4,89,82,2
female,group C,some college,free/reduced,completed,39,63,73,STU14960,The workload is manageable but sometimes overwhelming.,1,2.12,75,71,2
male,group C,some high school,standard,none,53,45,39,STU14961,I missed several classes and can't catch up.,2,2.14,65,39,5
female,group C,some college,standard,none,56,75,68,STU14962,I feel supported by my teachers and peers.,0,2.62,93,94,2
female,group D,associate's degree,standard,completed,78,76,77,STU14963,I find the coursework challenging but rewarding.,0,3.37,90,85,0
male,group B,high school,standard,none,47,44,53,STU14964,I feel overwhelmed by the amount of work assigned.,2,1.73,73,27,7
male,group E,bachelor's degree,standard,completed,75,60,70,STU14965,The workload is manageable but sometimes overwhelming.,1,2.95,87,77,5
male,group D,some high school,standard,completed,61,62,67,STU14966,I feel supported by my teachers and peers.,0,2.38,92,82,0
female,group A,high school,free/reduced,completed,51,48,65,STU14967,I struggled a lot with the material this term.,2,2.2,60,45,11
male,group B,some college,standard,completed,65,61,71,STU14968,My confidence in this subject has grown significantly.,0,2.79,86,99,2
female,group B,some high school,standard,completed,68,78,81,STU14969,I feel supported by my teachers and peers.,0,3.34,100,91,1
male,group E,some high school,standard,completed,76,73,74,STU14970,I did okay but could do better with more effort.,1,2.86,73,59,1
female,group E,associate's degree,free/reduced,none,54,57,57,STU14971,I understand the basics but struggle with advanced topics.,1,2.6,84,60,1
female,group C,some college,standard,none,51,66,53,STU14972,My grades are acceptable but not where I want them.,1,2.18,70,63,2
male,group A,some college,free/reduced,completed,51,42,52,STU14973,My performance varies a lot depending on the subject.,1,1.96,70,61,5
female,group C,some college,standard,completed,88,93,88,STU14974,I am doing well and understanding the concepts clearly.,0,3.68,100,89,0
female,group C,some college,free/reduced,completed,40,63,68,STU14975,My grades are acceptable but not where I want them.,1,2.04,81,81,5
female,group C,high school,free/reduced,none,40,50,46,STU14976,I don't understand the lectures at all anymore.,2,2.18,49,26,15
male,group B,some high school,standard,none,63,62,57,STU14977,I think I could do better if I focused more.,1,2.08,76,75,4
male,group D,some college,free/reduced,none,65,61,56,STU14978,The study materials are excellent and easy to follow.,0,2.15,96,87,2
male,group C,associate's degree,free/reduced,none,75,68,68,STU14979,I consistently complete assignments on time and enjoy learning.,0,2.54,94,98,0
female,group D,bachelor's degree,standard,none,57,67,69,STU14980,I did okay but could do better with more effort.,1,2.61,81,75,2
female,group E,some college,free/reduced,completed,70,90,87,STU14981,I am satisfied with my performance and feel well-prepared.,0,3.3,89,93,0
male,group D,associate's degree,standard,none,72,81,77,STU14982,I'm motivated to keep improving my grades.,0,3.18,89,91,1
male,group A,bachelor's degree,standard,none,64,69,59,STU14983,My grades are acceptable but not where I want them.,1,2.3,73,52,4
female,group B,some college,standard,none,57,68,70,STU14984,I participate actively in class discussions.,0,2.27,99,82,2
female,group C,some college,free/reduced,completed,37,62,69,STU14985,Some topics are clear but others are confusing.,1,2.07,81,59,2
male,group D,some high school,standard,completed,57,65,68,STU14986,"I feel neutral about school, neither excited nor worried.",0,2.49,85,92,1
female,group E,high school,standard,none,77,86,80,STU14987,I feel confident about my progress this semester.,0,3.04,87,88,2
male,group B,associate's degree,standard,none,85,77,71,STU14988,The study materials are excellent and easy to follow.,0,3.2,98,99,0
female,group D,some high school,standard,none,61,65,61,STU14989,Some topics are clear but others are confusing.,1,2.59,80,72,3
female,group B,high school,standard,none,61,85,78,STU14990,Some topics are clear but others are confusing.,0,3.29,86,91,0
female,group D,associate's degree,standard,none,70,68,65,STU14991,The study materials are excellent and easy to follow.,0,2.51,89,79,1
female,group D,associate's degree,free/reduced,completed,78,92,95,STU14992,I feel supported by my teachers and peers.,0,3.69,85,81,1
male,group E,associate's degree,free/reduced,none,66,61,55,STU14993,My study habits are strong and I feel on track.,0,2.22,86,79,2
male,group B,bachelor's degree,free/reduced,none,57,60,53,STU14994,"It was fine, not great. I have room to improve.",1,2.59,78,59,3
male,group E,some high school,standard,completed,82,72,76,STU14995,I love this subject and enjoy the classes.,0,2.93,91,93,0
male,group D,high school,free/reduced,completed,82,82,82,STU14996,I consistently complete assignments on time and enjoy learning.,0,2.99,85,94,0
female,group C,some college,free/reduced,completed,69,80,90,STU14997,My confidence in this subject has grown significantly.,0,3.1,88,88,1
female,group D,bachelor's degree,free/reduced,completed,94,96,100,STU14998,I find the coursework challenging but rewarding.,0,3.91,94,75,0
male,group E,high school,standard,completed,86,88,77,STU14999,I love this subject and enjoy the classes.,0,3.15,93,83,0
female,group D,some college,free/reduced,none,44,70,62,STU15000,I feel overwhelmed by the amount of work assigned.,2,2.26,69,10,4
male,group B,high school,standard,none,82,56,68,STU15001,"Great learning experience, the teacher is very helpful.",0,2.93,85,78,1
male,group D,some high school,standard,completed,89,79,76,STU15002,The study materials are excellent and easy to follow.,0,3.25,94,79,2
female,group E,bachelor's degree,free/reduced,completed,88,97,99,STU15003,I consistently complete assignments on time and enjoy learning.,0,3.52,85,93,0
male,group B,some college,standard,none,69,58,55,STU15004,The exam was average difficulty for me.,1,2.28,70,76,5
female,group C,some high school,standard,completed,40,56,53,STU15005,The course material is too difficult for me.,2,2.17,52,17,9
female,group C,some college,standard,completed,82,94,95,STU15006,My confidence in this subject has grown significantly.,0,3.48,90,97,0
male,group D,some college,standard,none,77,67,61,STU15007,I feel confident about my progress this semester.,0,3.12,86,85,2
male,group B,bachelor's degree,free/reduced,none,44,49,44,STU15008,The questions were confusing and I couldn't finish on time.,2,1.95,59,25,9
female,group D,some college,free/reduced,none,60,77,72,STU15009,The workload is manageable but sometimes overwhelming.,1,2.95,79,81,4
female,group C,high school,free/reduced,completed,72,84,82,STU15010,I feel confident about my progress this semester.,0,3.37,91,94,1
female,group C,bachelor's degree,standard,completed,51,58,61,STU15011,The test was manageable and I understood most concepts.,0,2.6,90,85,1
female,group B,bachelor's degree,standard,none,66,81,79,STU15012,I participate actively in class discussions.,0,3.28,99,89,2
male,group D,associate's degree,standard,completed,82,77,82,STU15013,I participate actively in class discussions.,0,2.96,86,82,0
male,group D,associate's degree,standard,none,70,67,67,STU15014,I understand the basics but struggle with advanced topics.,1,2.33,77,51,3
female,group D,associate's degree,free/reduced,none,48,60,58,STU15015,I don't understand the lectures at all anymore.,2,2.24,72,10,15
male,group E,associate's degree,standard,completed,59,65,58,STU15016,I sometimes fall behind on homework but catch up eventually.,1,2.46,72,69,2
female,group A,some college,free/reduced,none,47,61,51,STU15017,My grades are acceptable but not where I want them.,1,2.49,80,68,3
male,group C,some college,standard,none,56,42,37,STU15018,The workload is manageable but sometimes overwhelming.,2,2.03,66,38,9
female,group E,some high school,free/reduced,none,70,75,73,STU15019,I find the coursework challenging but rewarding.,0,3.19,88,96,0
male,group D,bachelor's degree,standard,completed,71,57,69,STU15020,"I feel neutral about school, neither excited nor worried.",1,2.41,79,71,4
male,group D,high school,standard,none,52,49,38,STU15021,I think I might fail this course without help.,2,1.65,46,15,10
male,group E,some college,standard,completed,82,73,68,STU15022,I find the coursework challenging but rewarding.,0,3.25,99,76,0
female,group D,some college,standard,none,67,72,76,STU15023,I think I could do better if I focused more.,1,2.6,73,63,2
male,group D,some high school,standard,completed,71,66,70,STU15024,I participate actively in class discussions.,0,2.66,85,91,0
female,group E,high school,standard,none,53,55,52,STU15025,I attend classes regularly but don't always pay attention.,1,1.79,86,83,5
male,group D,some college,standard,none,42,58,58,STU15026,My grades are acceptable but not where I want them.,2,2.1,64,16,15
female,group D,associate's degree,standard,none,85,91,94,STU15027,The test was manageable and I understood most concepts.,0,3.78,100,93,2
female,group C,some high school,standard,completed,67,74,80,STU15028,The test was manageable and I understood most concepts.,0,3.29,97,76,0
male,group C,some high school,free/reduced,none,56,58,54,STU15029,I think I could do better if I focused more.,1,2.27,86,72,2
female,group B,high school,free/reduced,none,35,64,51,STU15030,The course material is too difficult for me.,2,2.35,72,35,12
male,group A,high school,standard,none,64,52,41,STU15031,I missed several classes and can't catch up.,2,1.9,55,46,11
male,group C,bachelor's degree,free/reduced,none,33,57,52,STU15032,The questions were confusing and I couldn't finish on time.,2,2.22,40,10,11
male,group B,associate's degree,standard,none,51,38,50,STU15033,"I feel neutral about school, neither excited nor worried.",1,1.92,89,69,3
female,group D,some college,free/reduced,completed,58,80,76,STU15034,I'm motivated to keep improving my grades.,0,2.98,94,83,0
male,group D,associate's degree,standard,none,93,92,86,STU15035,My confidence in this subject has grown significantly.,0,3.57,90,98,1
male,group D,associate's degree,free/reduced,none,69,59,60,STU15036,I'm motivated to keep improving my grades.,0,2.38,92,84,1
female,group E,bachelor's degree,standard,completed,73,65,70,STU15037,"I feel neutral about school, neither excited nor worried.",1,2.69,78,65,3
male,group A,some college,standard,completed,80,74,74,STU15038,I find the coursework challenging but rewarding.,0,3.05,95,95,2
female,group C,associate's degree,standard,completed,76,75,80,STU15039,The study materials are excellent and easy to follow.,0,3.27,99,100,2
male,group E,some college,standard,completed,79,87,83,STU15040,The study materials are excellent and easy to follow.,0,3.69,96,91,1
male,group C,some high school,standard,none,62,63,53,STU15041,I understand lectures but struggle with practice problems.,1,2.51,80,76,5
male,group C,some college,standard,none,55,48,46,STU15042,I sometimes fall behind on homework but catch up eventually.,1,2.38,76,69,1
female,group B,associate's degree,standard,none,86,85,78,STU15043,My study habits are strong and I feel on track.,0,3.47,86,89,2
male,group C,master's degree,standard,completed,88,83,80,STU15044,I'm motivated to keep improving my grades.,0,3.5,99,89,1
female,group B,some college,free/reduced,completed,70,73,72,STU15045,I feel supported by my teachers and peers.,0,3.15,95,96,0
female,group D,master's degree,standard,none,63,74,78,STU15046,I am satisfied with my performance and feel well-prepared.,0,2.89,97,93,0
male,group A,bachelor's degree,standard,completed,92,82,86,STU15047,I feel confident about my progress this semester.,0,3.64,95,84,0
female,group C,master's degree,free/reduced,completed,60,81,81,STU15048,I love this subject and enjoy the classes.,0,3.03,95,79,2
male,group C,some college,standard,none,54,44,47,STU15049,I need to study more consistently going forward.,2,1.71,48,35,9
male,group D,some college,standard,completed,62,58,60,STU15050,I sometimes fall behind on homework but catch up eventually.,1,2.56,80,57,3
female,group C,associate's degree,standard,completed,82,89,88,STU15051,I find the coursework challenging but rewarding.,0,3.26,86,81,0
female,group B,some high school,free/reduced,none,48,60,51,STU15052,The questions were confusing and I couldn't finish on time.,2,2.11,58,37,13
female,group C,some college,standard,none,86,89,95,STU15053,I am doing well and understanding the concepts clearly.,0,3.67,96,85,1
male,group D,associate's degree,standard,none,41,50,45,STU15054,I have difficulty concentrating during class.,2,1.45,49,12,4
male,group D,some college,standard,none,69,69,66,STU15055,My study habits are strong and I feel on track.,0,2.48,94,83,1
male,group E,associate's degree,free/reduced,none,64,60,51,STU15056,I understand lectures but struggle with practice problems.,1,2.25,75,56,5
female,group D,some college,free/reduced,none,49,68,61,STU15057,My grades are acceptable but not where I want them.,1,2.05,90,59,4
male,group E,some high school,standard,completed,73,79,76,STU15058,I'm motivated to keep improving my grades.,0,3.27,98,85,0
male,group D,associate's degree,standard,none,80,74,69,STU15059,I consistently complete assignments on time and enjoy learning.,0,2.7,89,92,2
male,group B,some college,standard,completed,68,77,77,STU15060,The study materials are excellent and easy to follow.,0,2.85,94,84,1
female,group C,associate's degree,standard,none,43,57,54,STU15061,I don't understand the lectures at all anymore.,2,1.66,56,33,9
male,group E,some college,standard,none,86,73,79,STU15062,I am doing well and understanding the concepts clearly.,0,3.05,95,76,0
male,group C,some high school,standard,none,51,54,46,STU15063,The questions were confusing and I couldn't finish on time.,2,1.96,71,41,11
male,group B,associate's degree,standard,completed,85,86,75,STU15064,I enjoy group projects and collaborative learning.,0,3.52,94,100,0
female,group B,associate's degree,free/reduced,completed,71,97,90,STU15065,I love this subject and enjoy the classes.,0,3.43,91,93,2
female,group D,some college,standard,completed,71,73,76,STU15066,"Great learning experience, the teacher is very helpful.",0,2.86,85,91,0
male,group C,some college,free/reduced,none,55,60,51,STU15067,I need more time to grasp certain concepts.,1,2.27,74,77,5
female,group C,some college,standard,completed,72,84,84,STU15068,I am satisfied with my performance and feel well-prepared.,0,3.35,89,76,2
male,group E,high school,free/reduced,completed,88,82,71,STU15069,My study habits are strong and I feel on track.,0,3.08,85,87,0
male,group D,high school,free/reduced,completed,68,70,67,STU15070,I think I could do better if I focused more.,0,3.08,99,75,2
female,group C,associate's degree,standard,none,52,59,57,STU15071,I am doing well and understanding the concepts clearly.,0,1.98,86,81,2
male,group D,bachelor's degree,standard,none,51,48,51,STU15072,I am stressed and falling behind in multiple subjects.,2,1.63,67,48,11
female,group B,some high school,standard,completed,28,48,42,STU15073,My home situation makes it hard to focus on studies.,2,1.26,51,14,12
male,group C,associate's degree,free/reduced,completed,80,82,77,STU15074,I'm motivated to keep improving my grades.,0,2.98,92,93,2
male,group E,some college,standard,completed,78,74,71,STU15075,My confidence in this subject has grown significantly.,0,3.05,97,100,2
female,group E,bachelor's degree,standard,none,66,78,74,STU15076,Some topics are clear but others are confusing.,0,2.69,100,77,0
female,group B,some college,free/reduced,none,79,78,81,STU15077,I feel confident about my progress this semester.,0,2.81,86,92,0
female,group B,high school,standard,completed,64,79,70,STU15078,My performance varies a lot depending on the subject.,1,2.81,78,61,4
female,group D,associate's degree,standard,none,71,66,74,STU15079,Some topics are clear but others are confusing.,1,2.86,85,84,5
male,group D,bachelor's degree,free/reduced,completed,58,74,71,STU15080,I understand lectures but struggle with practice problems.,1,2.74,74,53,4
female,group B,some high school,free/reduced,none,51,55,52,STU15081,I need to study more consistently going forward.,1,2.12,70,55,2
male,group A,associate's degree,standard,none,67,62,51,STU15082,"I feel neutral about school, neither excited nor worried.",1,2.72,78,76,4
male,group D,master's degree,standard,none,69,74,72,STU15083,I find the coursework challenging but rewarding.,0,3.06,93,90,1
female,group C,high school,free/reduced,none,41,51,43,STU15084,"I feel neutral about school, neither excited nor worried.",1,1.95,70,77,3
male,group D,some high school,standard,completed,78,69,74,STU15085,The study materials are excellent and easy to follow.,0,3.28,95,80,1
female,group D,some college,free/reduced,none,68,62,72,STU15086,My study habits are strong and I feel on track.,0,2.85,100,90,2
female,group C,bachelor's degree,free/reduced,completed,71,83,84,STU15087,I feel supported by my teachers and peers.,0,2.78,85,100,2
female,group E,high school,free/reduced,completed,64,70,77,STU15088,"Great learning experience, the teacher is very helpful.",0,2.8,99,99,0
female,group B,bachelor's degree,free/reduced,none,75,88,86,STU15089,I consistently complete assignments on time and enjoy learning.,0,3.64,99,79,2
male,group C,some high school,free/reduced,completed,51,61,56,STU15090,I attend classes regularly but don't always pay attention.,1,2.48,74,82,2
female,group B,bachelor's degree,standard,completed,70,72,83,STU15091,I feel supported by my teachers and peers.,0,3.18,97,83,0
male,group A,some college,standard,completed,56,55,54,STU15092,I did okay but could do better with more effort.,1,2.49,72,83,4
male,group D,master's degree,standard,none,100,81,83,STU15093,I am satisfied with my performance and feel well-prepared.,0,3.7,97,92,2
female,group D,associate's degree,free/reduced,none,41,56,60,STU15094,"It was fine, not great. I have room to improve.",1,2.36,90,75,4
male,group B,some high school,standard,completed,55,57,45,STU15095,I have difficulty concentrating during class.,2,2.16,63,50,5
male,group D,high school,standard,none,70,67,67,STU15096,I find the coursework challenging but rewarding.,0,3.04,90,99,1
female,group C,associate's degree,standard,completed,69,88,79,STU15097,I feel confident about my progress this semester.,0,3.04,96,96,2
male,group C,some high school,free/reduced,none,64,70,66,STU15098,My confidence in this subject has grown significantly.,0,2.28,87,94,2
female,group E,some college,standard,none,100,93,100,STU15099,I'm motivated to keep improving my grades.,0,3.52,99,75,2
female,group C,some college,standard,none,56,57,68,STU15100,I am satisfied with my performance and feel well-prepared.,0,2.64,97,90,0
male,group D,associate's degree,standard,none,81,79,66,STU15101,I am doing well and understanding the concepts clearly.,0,3.0,88,98,0
male,group D,bachelor's degree,free/reduced,none,47,43,51,STU15102,I am stressed and falling behind in multiple subjects.,2,1.66,67,45,13
female,group B,high school,free/reduced,none,64,68,70,STU15103,My study habits are strong and I feel on track.,0,2.66,89,95,1
female,group D,some high school,standard,none,73,73,67,STU15104,I'm motivated to keep improving my grades.,0,3.22,87,76,2
male,group A,some college,free/reduced,completed,52,45,54,STU15105,I struggled a lot with the material this term.,2,1.65,46,41,12
female,group B,high school,free/reduced,completed,48,52,56,STU15106,I struggled a lot with the material this term.,2,1.69,43,19,9
male,group E,high school,free/reduced,none,60,51,48,STU15107,I feel anxious about exams and my future.,2,2.27,54,49,6
male,group A,some college,standard,completed,95,93,91,STU15108,I am satisfied with my performance and feel well-prepared.,0,4.0,90,94,1
female,group D,master's degree,free/reduced,completed,65,70,78,STU15109,I find the coursework challenging but rewarding.,0,2.82,99,96,2
male,group C,some high school,standard,completed,74,71,73,STU15110,My confidence in this subject has grown significantly.,0,3.02,98,85,2
female,group C,associate's degree,standard,none,51,49,56,STU15111,I have difficulty concentrating during class.,2,1.88,50,32,6
female,group C,associate's degree,free/reduced,completed,77,91,89,STU15112,I consistently complete assignments on time and enjoy learning.,0,3.57,93,96,2
female,group C,some high school,standard,completed,61,49,71,STU15113,I understand the basics but struggle with advanced topics.,1,2.24,81,63,4
female,group A,bachelor's degree,standard,none,61,75,74,STU15114,I enjoy group projects and collaborative learning.,0,3.08,87,81,0
female,group C,associate's degree,standard,completed,79,80,94,STU15115,My study habits are strong and I feel on track.,0,3.76,92,89,1
female,group C,high school,free/reduced,none,32,42,38,STU15116,I have no motivation to study anymore.,2,1.69,68,34,12
male,group D,high school,free/reduced,none,74,71,69,STU15117,I'm motivated to keep improving my grades.,0,3.07,85,91,1
male,group E,associate's degree,free/reduced,completed,51,40,42,STU15118,I don't understand the lectures at all anymore.,2,1.44,69,29,13
female,group C,some high school,standard,none,68,64,77,STU15119,I enjoy group projects and collaborative learning.,0,2.63,97,91,2
female,group C,associate's degree,standard,none,42,60,47,STU15120,I understand the basics but struggle with advanced topics.,1,1.61,71,63,3
female,group D,high school,free/reduced,none,75,89,85,STU15121,I participate actively in class discussions.,0,3.15,86,96,1
male,group B,high school,standard,none,80,64,61,STU15122,"Great learning experience, the teacher is very helpful.",0,2.79,98,81,0
male,group E,high school,standard,none,97,73,66,STU15123,"Great learning experience, the teacher is very helpful.",0,2.94,89,89,2
male,group D,some college,standard,none,84,77,82,STU15124,I find the coursework challenging but rewarding.,0,3.56,87,97,0
female,group C,bachelor's degree,free/reduced,completed,40,49,53,STU15125,I missed several classes and can't catch up.,2,2.05,44,44,8
male,group D,some college,standard,none,48,59,49,STU15126,I feel overwhelmed by the amount of work assigned.,2,2.17,60,48,7
male,group B,some college,standard,none,49,43,43,STU15127,I am disappointed with my scores and feel lost.,2,2.06,66,17,12
male,group E,bachelor's degree,standard,completed,100,100,100,STU15128,I'm motivated to keep improving my grades.,0,4.0,99,98,2
male,group C,bachelor's degree,standard,completed,87,86,79,STU15129,I love this subject and enjoy the classes.,0,3.51,85,99,0
female,group B,high school,standard,none,68,79,71,STU15130,I need to study more consistently going forward.,1,2.84,74,72,5
male,group B,some college,standard,none,83,69,70,STU15131,I sometimes fall behind on homework but catch up eventually.,1,2.67,80,71,3
male,group E,associate's degree,free/reduced,completed,44,46,43,STU15132,I missed several classes and can't catch up.,2,2.03,73,40,12
female,group C,bachelor's degree,free/reduced,completed,68,79,88,STU15133,My confidence in this subject has grown significantly.,0,3.22,87,99,1
male,group C,some college,free/reduced,none,84,65,70,STU15134,I'm motivated to keep improving my grades.,0,3.1,93,89,1
male,group D,bachelor's degree,standard,none,66,61,57,STU15135,I understand the basics but struggle with advanced topics.,1,2.25,84,56,4
male,group C,bachelor's degree,standard,completed,88,84,76,STU15136,The study materials are excellent and easy to follow.,0,3.11,100,100,0
female,group E,some college,standard,none,100,91,96,STU15137,The test was manageable and I understood most concepts.,0,3.49,90,90,1
male,group C,associate's degree,free/reduced,none,63,61,54,STU15138,I understand lectures but struggle with practice problems.,1,2.61,89,61,4
male,group D,high school,free/reduced,none,63,74,71,STU15139,My confidence in this subject has grown significantly.,0,3.11,99,93,2
male,group C,some high school,standard,none,79,74,67,STU15140,My study habits are strong and I feel on track.,0,2.76,93,89,1
female,group D,some college,standard,none,100,95,99,STU15141,The test was manageable and I understood most concepts.,0,3.52,89,98,2
male,group E,associate's degree,standard,completed,57,57,54,STU15142,The questions were confusing and I couldn't finish on time.,2,2.55,40,31,13
female,group A,high school,standard,none,58,63,61,STU15143,The workload is manageable but sometimes overwhelming.,1,2.56,72,63,3
male,group D,high school,standard,completed,58,40,46,STU15144,The questions were confusing and I couldn't finish on time.,2,1.54,49,27,12
female,group B,some high school,free/reduced,completed,73,86,91,STU15145,"Great learning experience, the teacher is very helpful.",0,3.32,92,88,2
female,group A,high school,standard,completed,72,84,79,STU15146,I enjoy group projects and collaborative learning.,0,3.06,87,86,1
male,group C,some high school,standard,completed,59,64,56,STU15147,I attend classes regularly but don't always pay attention.,1,2.09,77,53,4
male,group B,bachelor's degree,standard,none,60,52,48,STU15148,I attend classes regularly but don't always pay attention.,1,1.94,70,70,2
female,group C,bachelor's degree,standard,completed,48,56,61,STU15149,I am satisfied with my performance and feel well-prepared.,0,1.9,94,82,0
male,group B,some college,standard,none,77,68,67,STU15150,My confidence in this subject has grown significantly.,0,2.97,100,77,2
female,group B,associate's degree,standard,completed,95,89,94,STU15151,I consistently complete assignments on time and enjoy learning.,0,3.44,94,89,1
male,group B,associate's degree,standard,none,78,75,59,STU15152,My confidence in this subject has grown significantly.,0,3.07,89,95,0
male,group B,high school,standard,none,60,54,52,STU15153,The workload is manageable but sometimes overwhelming.,1,2.25,75,85,4
male,group A,associate's degree,standard,completed,98,94,81,STU15154,I participate actively in class discussions.,0,3.28,97,88,0
female,group B,associate's degree,standard,none,35,43,55,STU15155,I don't understand the lectures at all anymore.,2,1.61,72,31,12
female,group C,some college,standard,none,59,72,71,STU15156,I love this subject and enjoy the classes.,0,2.55,94,77,2
female,group C,associate's degree,standard,completed,70,79,82,STU15157,I think I could do better if I focused more.,0,3.36,90,85,0
male,group D,high school,standard,completed,64,64,62,STU15158,I feel confident about my progress this semester.,0,2.55,97,88,2
male,group D,some high school,standard,none,66,66,58,STU15159,I feel supported by my teachers and peers.,0,2.9,93,87,2
male,group B,high school,standard,completed,80,61,56,STU15160,"I feel neutral about school, neither excited nor worried.",1,2.47,87,82,2
female,group D,some college,free/reduced,none,48,61,61,STU15161,I feel isolated and don't have anyone to help me.,2,2.1,42,31,6
female,group C,some college,standard,none,75,68,73,STU15162,The test was manageable and I understood most concepts.,0,3.15,90,94,2
male,group D,associate's degree,standard,none,78,78,79,STU15163,I participate actively in class discussions.,0,3.1,90,81,2
male,group B,associate's degree,standard,completed,77,83,73,STU15164,I feel confident about my progress this semester.,0,2.87,98,87,2
female,group E,associate's degree,standard,none,83,91,90,STU15165,I consistently complete assignments on time and enjoy learning.,0,3.22,99,98,1
female,group C,associate's degree,free/reduced,none,53,62,65,STU15166,I need to study more consistently going forward.,1,2.43,80,61,4
female,group B,high school,standard,none,64,81,78,STU15167,My study habits are strong and I feel on track.,0,3.36,92,79,0
female,group B,some college,free/reduced,none,53,57,68,STU15168,My grades are acceptable but not where I want them.,1,2.42,78,78,1
male,group D,bachelor's degree,standard,none,78,78,75,STU15169,I need to study more consistently going forward.,0,3.21,92,82,1
female,group B,high school,free/reduced,none,50,62,66,STU15170,Some topics are clear but others are confusing.,1,2.58,90,73,4
female,group D,bachelor's degree,standard,none,69,66,67,STU15171,I feel supported by my teachers and peers.,0,2.45,89,100,1
female,group D,some college,standard,none,73,72,74,STU15172,The study materials are excellent and easy to follow.,0,2.56,95,81,1
female,group B,some high school,free/reduced,completed,61,75,76,STU15173,The study materials are excellent and easy to follow.,0,2.6,89,99,1
female,group C,high school,free/reduced,none,39,49,38,STU15174,The questions were confusing and I couldn't finish on time.,2,1.82,48,20,12
female,group B,high school,standard,none,49,57,60,STU15175,My grades are acceptable but not where I want them.,1,2.55,70,69,2
male,group C,associate's degree,standard,completed,84,71,79,STU15176,I enjoy group projects and collaborative learning.,0,3.33,89,85,1
female,group C,bachelor's degree,standard,completed,99,98,100,STU15177,I am doing well and understanding the concepts clearly.,0,3.89,92,93,1
female,group E,bachelor's degree,standard,none,100,96,97,STU15178,I feel supported by my teachers and peers.,0,3.87,86,84,0
female,group D,bachelor's degree,free/reduced,none,77,88,94,STU15179,The test was manageable and I understood most concepts.,0,3.83,87,86,2
female,group D,some college,standard,completed,75,74,87,STU15180,I consistently complete assignments on time and enjoy learning.,0,3.44,97,95,1
male,group D,some high school,standard,none,76,81,78,STU15181,I love this subject and enjoy the classes.,0,3.41,95,87,2
female,group D,associate's degree,free/reduced,none,60,77,73,STU15182,"Great learning experience, the teacher is very helpful.",0,3.14,93,98,2
female,group D,bachelor's degree,standard,none,66,72,62,STU15183,The study materials are excellent and easy to follow.,0,2.42,90,94,0
female,group C,high school,free/reduced,none,33,58,51,STU15184,I think I might fail this course without help.,2,1.98,62,44,11
male,group C,some high school,standard,none,67,66,58,STU15185,I think I could do better if I focused more.,2,2.83,50,25,14
female,group D,some college,standard,none,75,89,76,STU15186,I find the coursework challenging but rewarding.,0,3.05,93,80,1
female,group C,bachelor's degree,free/reduced,none,49,61,61,STU15187,I sometimes fall behind on homework but catch up eventually.,1,2.39,89,70,2
female,group E,some college,free/reduced,completed,72,88,84,STU15188,I am satisfied with my performance and feel well-prepared.,0,3.61,86,82,0
